Word,Taboo,Arousal,Valence,CNC,Nmorph,BodyPart,Religious,BodyActs,Disease,Female,Male,SES,Mental,POS,Noun,Mod,Verb,Freq,Polysemy,Nlett,Nphones,NSyll,SyllComplexity,ClosedSyll,Stops,Fricatives
patch,1,2.84,5.11,4.7,1,0,0,0,0,0,0,0,0,Noun,1,0,0,17.41,13,5,3,1,0,1,1,1
sunrise,1,4.68,7.35,4.69,2,0,0,0,0,0,0,0,0,Noun,1,0,0,6.06,4,7,6,2,0,1,0,1
furnace,1,3.24,5.11,4.69,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.71,1,7,5,2,0,0.5,0,1
fireplace,1,5.2,5.95,4.68,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.08,1,9,8,3,0.333333333,0.666666667,0.333333333,0.666666667
terrace,1,3.52,5.33,4.67,1,0,0,0,0,0,0,0,0,Noun,1,0,0,3.39,5,7,5,2,0,1,0.5,0.5
vehicle,1,4.68,6,4.64,1,0,0,0,0,0,0,0,0,Noun,1,0,0,22.61,4,7,6,3,0,0.333333333,0.333333333,0.333333333
neighbor,1,3.72,5.6,4.64,1,0,0,0,0,0,0,0,0,Noun,1,0,0,16.94,4,8,4,2,0,0,0.5,0
building,1,3.35,5.47,4.64,2,0,0,0,0,0,0,0,0,Noun,1,0,0,99.57,4,8,6,2,0,1,1,0
journal,1,3.23,5.91,4.63,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.88,10,7,5,2,0,0.5,0,0.5
basin,1,2.77,5.47,4.63,1,0,0,0,0,0,0,0,0,Noun,1,0,0,1.88,5,5,5,2,0,0.5,0.5,0.5
farm,1,3.05,6.22,4.59,1,0,0,0,0,0,0,0,0,Noun,1,0,0,30.04,4,4,4,1,0,1,0,1
planet,1,4.35,6.27,4.58,1,0,0,0,0,0,0,0,0,Noun,1,0,0,38.73,3,6,6,2,0.5,0.5,1,0
chair,1,2.86,5.89,4.58,1,0,0,0,0,0,0,0,0,Noun,1,0,0,49.24,7,5,3,1,0,1,0,1
bowling,1,4.05,6.68,4.56,2,0,0,1,0,0,1,0,0,Noun,1,0,0,10.69,3,7,5,2,0,0.5,0.5,0
golf,1,3.68,5.67,4.52,1,0,0,0,0,0,0,1,0,Noun,1,0,0,25.53,2,4,4,1,0,1,1,1
smile,1,4.62,7.89,4.5,1,0,0,1,0,0,0,0,0,Noun,1,0,0,58,3,5,5,2,0.5,0.5,0,0.5
dawn,1,3.1,6.74,4.46,1,0,0,0,0,0,0,0,0,Noun,1,0,0,25.51,6,4,3,1,0,1,1,0
prize,1,5.5,8,4.45,1,0,0,0,0,0,0,0,0,Noun,1,0,0,22.39,7,5,4,1,1,1,1,1
aircraft,1,4.86,6.3,4.4,2,0,0,0,0,0,0,0,0,Noun,1,0,0,9.45,1,8,7,2,0.5,1,1,0.5
steps,1,3,4.95,4.39,2,0,0,0,0,0,0,0,0,Noun,1,0,0,24.69,2,5,5,1,1,1,2,2
writer,1,4.74,6.74,4.32,2,0,0,0,0,0,1,0,0,Noun,1,0,0,23.53,2,6,4,2,0,0,0.5,0
track,1,3.76,5.78,4.31,1,0,0,0,0,0,0,0,0,Noun,1,0,0,55.75,16,5,4,1,1,1,2,0
parlor,1,2.71,5.85,4.28,1,0,0,0,0,0,0,1,0,Noun,1,0,0,5.94,2,6,5,2,0,0.5,0.5,0
memo,1,2.39,4.7,4.25,1,0,0,0,0,0,0,0,0,Noun,1,0,0,6.61,1,4,4,2,0,0,0,0
shave,1,3.11,4.9,4.23,1,0,0,1,0,0,1,0,0,Verb,0,0,1,13.76,7,5,3,1,0,1,0,2
hug,1,4.85,8.23,4.14,1,0,0,1,0,0,0,0,0,Noun,1,0,0,19.33,6,3,3,1,0,1,1,1
rinse,1,2.76,5.47,4.1,1,0,0,0,0,0,0,0,0,Verb,0,0,1,2.35,7,5,3,1,0,1,0,0
switch,1,3.9,5.29,4.07,1,0,0,0,0,0,0,0,0,Verb,0,0,1,28.12,14,6,4,1,1,1,0,2
license,1,4.7,5.91,4,1,0,0,0,0,0,0,0,0,Noun,1,0,0,32.06,5,7,5,2,0,0.5,0,0.5
sister,1,3.86,7,4,1,0,0,0,0,1,0,0,0,Noun,1,0,0,180.53,4,6,5,2,0.5,0,0.5,1
pal,1,3.25,6.67,3.93,1,0,0,0,0,0,1,0,0,Noun,1,0,0,57.59,2,3,3,1,0,1,1,0
bright,1,5,6.84,3.92,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,44.41,11,6,4,1,1,1,2,0
ace,1,4.64,6.37,3.92,1,0,0,0,0,0,1,0,0,Noun,1,0,0,14.73,11,3,2,1,0,1,0,1
exercise,1,5.41,6.33,3.87,1,0,0,1,0,0,0,0,0,Noun,1,0,0,17.73,10,8,7,3,0,0.666666667,0.333333333,1
lyrics,1,4.95,6.42,3.86,2,0,0,0,0,0,0,0,0,Noun,1,0,0,5.08,1,6,6,2,0,1,0.5,0.5
conference,1,2.95,5.1,3.86,2,0,0,0,0,0,0,0,0,Noun,1,0,0,25.41,3,10,7,3,0,1,0.333333333,0.333333333
study,1,2.55,5.78,3.7,1,0,0,0,0,0,0,0,0,Noun,1,0,0,49.04,16,5,5,2,0.5,0,1,0.5
chat,1,4.27,5.75,3.66,1,0,0,1,0,0,0,0,0,Noun,1,0,0,16.27,4,4,3,1,0,1,1,1
breeze,1,3.2,7.61,3.62,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.04,4,6,4,1,1,1,1,1
cool,1,3.43,6.82,3.53,1,0,0,0,0,0,1,0,1,Adjective,0,1,0,195.88,11,4,3,1,0,1,1,0
riches,1,5.42,7.1,3.52,2,0,0,0,0,0,0,1,0,Noun,1,0,0,3.33,1,6,5,2,0,0.5,0,1
league,1,4.25,5.35,3.46,1,0,0,0,0,0,0,0,0,Noun,1,0,0,18.63,4,6,3,1,0,1,1,0
mass,1,3.56,5.15,3.44,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,17.25,11,4,3,1,0,1,0,1
turn,1,3.48,5.45,3.44,1,0,0,0,0,0,0,0,0,Verb,0,0,1,306.47,38,4,3,1,0,1,1,0
safe,1,3.14,7.7,3.41,1,0,0,0,0,0,0,1,1,Adjective,0,1,0,143.2,7,4,3,1,0,1,0,2
vision,1,3.18,6.79,3.39,1,0,0,0,0,0,0,0,0,Noun,1,0,0,23.88,10,6,5,2,0,0.5,0,1
deep,1,3.9,5.44,3.38,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,76.39,21,4,3,1,0,1,2,0
errand,1,3.89,4.68,3.37,1,0,0,0,0,0,0,0,0,Noun,1,0,0,4,1,6,5,2,0,1,0.5,0
patent,1,3.64,5.34,3.32,1,0,0,0,0,0,0,0,0,Noun,1,0,0,2.47,7,6,6,2,0.5,0.5,1.5,0
season,1,3.2,6.71,3.32,1,0,0,0,0,0,0,0,0,Noun,1,0,0,31.47,6,6,5,2,0,0.5,0,1
whole,1,3.48,5.86,3.25,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,385.49,8,5,3,1,0,1,0,1
rehearsal,1,4.84,6.1,3.2,2,0,0,0,0,0,0,0,0,Noun,1,0,0,12.45,2,9,7,3,0,0.333333333,0,0.666666667
rescue,1,5,7.04,3.17,1,0,0,0,0,0,0,0,0,Verb,0,0,1,25.41,3,6,6,2,0.5,0,0.5,0.5
teach,1,3.47,7.06,3.15,1,0,0,0,0,0,0,0,0,Verb,0,0,1,72.84,3,5,3,1,0,1,1,1
clean,1,3.57,7.09,3.07,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,121.24,31,5,4,1,1,1,1,0
time,1,3.41,5.6,3.07,1,0,0,0,0,0,0,0,0,Noun,1,0,0,1958.63,30,4,3,1,0,1,1,0
minute,1,3.76,5.5,3.04,1,0,0,0,0,0,0,0,0,Noun,1,0,0,377.49,8,6,5,2,0,0.5,0.5,0
heal,1,4.32,7.41,3.03,1,0,1,0,0,0,0,0,0,Verb,0,0,1,11.33,6,4,3,1,0,1,0,1
grow,1,2.6,6.28,3.03,1,0,0,0,0,0,0,0,0,Verb,0,0,1,59.49,10,4,3,1,1,0,1,0
expedition,1,4.5,6.53,2.96,3,0,0,0,0,0,1,0,0,Noun,1,0,0,5.67,5,10,10,4,0.25,0.5,0.75,0.5
entertainment,1,6.42,7.59,2.92,2,0,0,0,0,0,0,0,0,Noun,1,0,0,12.55,1,13,11,4,0,0.75,0.75,0
repeat,1,3.7,4.64,2.9,1,0,0,0,0,0,0,0,0,Verb,0,0,1,33.02,7,6,5,2,0,0.5,1,0
oath,1,4,6.4,2.79,1,0,1,0,0,0,0,0,0,Noun,1,0,0,9.88,3,4,2,1,0,1,0,1
fact,1,3.29,6.23,2.72,1,0,0,0,0,0,0,0,0,Noun,1,0,0,172.57,4,4,4,1,0,1,2,1
attractive,1,4.91,7.19,2.64,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,24.63,3,10,8,3,0.333333333,0.666666667,1,0.333333333
topic,1,3.2,5.5,2.59,1,0,0,0,0,0,0,0,0,Noun,1,0,0,5.31,2,5,5,2,0,0.5,1.5,0
bring,1,4.29,5.68,2.55,1,0,0,0,0,0,0,0,0,Verb,0,0,1,327.16,11,5,4,1,1,1,1,0
proceed,1,3.43,5.7,2.55,1,0,0,0,0,0,0,0,0,Verb,0,0,1,20.9,5,7,6,2,0.5,0.5,1,0.5
ask,1,3.48,5.95,2.52,1,0,0,0,0,0,0,0,0,Verb,0,0,1,483.14,7,3,3,1,0,1,1,1
patient,1,2.77,6.71,2.5,1,0,0,0,0,0,0,0,0,Noun,1,0,0,63.65,3,7,6,2,0,0.5,1,0.5
elated,1,5.14,6.56,2.28,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,0.27,2,6,6,3,0,0.333333333,0.666666667,0
zest,1,5.41,6.76,2.27,1,0,0,0,0,0,0,0,0,Noun,1,0,0,0.69,3,4,4,1,0,1,1,2
steady,1,3,6.67,2.25,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,22.71,10,6,5,2,0.5,0,1,0.5
actual,1,2.75,6.22,2.22,1,0,0,0,0,0,0,0,0,Adjective,0,1,0,17.33,5,6,6,3,0,1,0.333333333,0.333333333
capable,1,4,7.05,2.21,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,20.82,5,7,7,3,0,0.333333333,1,0
joyful,1,5.53,8.21,2.12,2,0,1,0,0,0,0,0,1,Adjective,0,1,0,1.49,2,6,6,2,0,0.5,0,1
logical,1,3.83,6.38,2.11,2,0,0,0,0,0,0,0,1,Adjective,0,1,0,7.39,4,7,7,3,0,0.333333333,0.333333333,0.333333333
definite,1,4.19,5.79,2.07,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,6.16,2,8,7,3,0,0.333333333,0.666666667,0.333333333
talented,1,4.55,7.95,2.04,2,0,0,0,0,0,0,0,0,Adjective,0,1,0,11.39,1,8,8,3,0,1,1,0
miracle,1,5.52,7.3,1.96,1,0,0,0,0,0,0,0,0,Noun,1,0,0,26.65,2,7,7,3,0,0.666666667,0.333333333,0
noble,1,4.14,7.16,1.89,1,0,0,0,0,0,1,1,0,Adjective,0,1,0,14.59,5,5,5,2,0,0.5,0.5,0
courtesy,1,4.3,6.79,1.77,1,0,0,0,0,0,0,0,0,Noun,1,0,0,8.12,3,8,6,3,0,0,0.666666667,0.333333333
patience,1,3.16,6.62,1.66,1,0,0,0,0,0,0,0,0,Noun,1,0,0,15.37,2,8,5,2,0,0.5,0.5,0.5
peace,1,4.65,7.75,1.62,1,0,1,0,0,0,0,0,0,Noun,1,0,0,69.61,5,5,3,1,0,1,1,1
dignified,1,3.48,6.55,1.57,2,0,0,0,0,0,0,1,1,Adjective,0,1,0,2.69,2,9,8,3,0,0.666666667,1,0.333333333
reverent,1,3.88,5.44,1.5,2,0,1,0,0,0,0,0,1,Adjective,0,1,0,0.22,2,8,7,2,0,1,0.5,0.5
